Unnamed: 0,TOTAL_ENERGY_AMOUNT,TOTAL_PAYMENT,-,NOT EXPIRED,ONTIME,OVERDUE,-_pay,PAID,UNPAID,label,POSTAL_CODE_FREQ,3.00 Γενικά Παράπονα,Electricity Meter,3.01 Λογαριασμοί & Χρεώσεις,3.02  Νέα εκπροσώπηση,3.03 Υπηρεσίες,3.04 Πιστώσεις(χωρίς έγκριση),3.05 Πιστώσεις λόγω λανθασμένης ενημέρωσης(με έγκριση),3.06 Πιστώσεις κατ΄εξαίρεσην (με έγκριση),3.01 Τόκοι υπερημερίας,3.05 Τόκοι υπερημερίας,3.06 Τόκοι υπερημερίας,Aδυναμία  πληρωμής μέσω  alpha web (μήνυμα λάθους),Claw back,"Covid/Εκπτώσεις εμπροθέσμων Μαρτίου,Απριλίου",Hμερομηνία λήξης λογαριασμού 1ου κύκλου,Xρεώσεις υπηρεσιών ΔΕΔΔΗΕ,Άλλο,Έκπτωση εμπροθέσμων,Αίτημα υπαναχώρησης απο πελάτη που έχει ήδη εκπροσωπηθεί,Αδυναμία καταχώρησης ενδείξεων,Ακυρωμένος  διακανονισμός,Αλλος λόγος,Αμφισβήτηση Εγγύησης,Αμφισβήτηση Μετρήσεων,Αμφισβήτηση Μετρήσεων/WEB,Αμφισβήτηση Μετρήσεων/ΔΕΔΔΗΕ,Αμφισβήτηση Μετρήσεων/ΕΔΑ,Αμφισβήτηση Πληρωμής,Αμφισβήτηση Τιμολόγησης Έναντι,Αμφισβήτηση Τιμολόγησης Εκκαθαριστικός,Αμφισβήτηση σύμβασης,Απαίτηση  ΥΔΕ απο ΔΕΔΔΗΕ,Απόδοση  διαφοράς για Λανθασμένη Αρχική Μέτρηση,Δημοτικά Τέλη/Φόροι/ΝΕΡΙΤ/ΕΕΤΑ,Δυσαρέσκεια για πολιτική εισπρακτικών,Εγγύηση,Εκπτωση εμπροθέμων στο 1ο τιμολόγιο(εκκαθαριστικό),Εκπτωση εμπροθέσμων,Εξαίρεση τηλεφώνου απο λίστες  πωλήσεων,Εξυπηρέτηση απο ΕΛΤΑ Courier,Επανέκδοση τιμολόγησης λόγω διόρθωσης,Επανέκδοση τιμολόγησης λόγω διόρθωσης λόγω χρέωσης cb(Tροποποίηση ΤΕΑ),"Επιθυμώ/Δεν Επιθυμώ Ενημερώσεις,sms",Επικοινωνία με ΔΕΔΔΗΕ,Καθυστέρηση Kαταχώρησης Aίτησης,Καθυστέρηση Ενεργοποίησης Εκπροσώπησης,Καθυστέρηση έκδοσης εκκαθαριστικού λόγω μετρήσεων,Καθυστέρηση διαχείρισης/κλήσης πελάτη για Ανανέωση/Διαθέσιμα προγράμματα,Καθυστέρηση υλοποίησης  αιτήματος,Καταγγελία/Ένταξη σε promo - μη χρέωση claw back,Λήψη ενημέρωσης(sms/επιστολή) για διακοπή ρεύματος λόγω ανεξόφλητων,Λανθασμένη διαχείρηση/εξυπηρέτηση καταστήματος ΟΤΕ(Να σημειώνουμε το κατάστημα),Λανθασμένη εκπροσώπηση παροχής,Λανθασμένη/Ελλιπής  ενημέρωση κατά τη πώληση,Λόγω  τιμολογιακού/συστημικού λάθους,Λόγω  τιμολογιακού/συστημικού λάθους -Τόκοι υπερημερίας,Λόγω καθυστερημένης ανανέωσης σύμβασης μετά απο λήξη,Λόγω συστημικού/πάγιες,Λόγω τιμολογιακού/συστημικού λάθους ΤΕΑ,Μy protergia/Εγγραφή,Μετεγκατάσταση - μη χρέωση claw back,Μη Έκδοση Λογαριασμου,Μη Παραλαβή Λογαριασμού,Μη έκδοση εκκαθαριστικού λογαριασμού,Μη απόδοση έκπτωσης,Μη απόδοση έκπτωσης/Αρνηση,Μη ενεργοποίηση τρέχουσας προσφοράς,ΟΤΣ (Καταγγελίες),Πρόβλημα Με Εγγύηση,Ρυθμιζόμενες Χρεώσεις (PSOs)/Ανταγωνιστικές Χρεώσεις,Συμπεριφορά  υπαλλήλου/συνεργάτη/πωλητή,Τρόποι πληρωμής,Τόκοι υπερημερίας,Χρέωση claw back,Χρέωση ΟΤΣ,Χρέωση ΤΕΑ
600,1363.8000000000002,1412.39,0,0,5,0,0,5,0,1,0.0021141649048625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,22395.038947368423,23995.63,4,0,10,30,0,44,0,0,0.0084566596194503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,4550.41,5801.16,2,0,60,4,0,66,0,0,0.0042283298097251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,2869.532272727273,3267.69,2,0,20,1,2,21,0,1,0.040169133192389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,1829.68,2597.69,1,0,29,15,0,45,0,1,0.080338266384778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,1470.97,2938.85,0,0,55,2,0,57,0,1,0.0105708245243128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,1618.31,1803.99,1,1,25,3,0,29,1,0,0.0021141649048625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,5004.85,7657.11,5,0,86,7,0,98,0,0,0.0359408033826638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,3314.48,3607.18,0,0,13,1,0,14,0,0,0.0528541226215644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,2265.5,3156.61,0,0,35,2,0,37,0,1,0.080338266384778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
